id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
20232827,https://www.airbnb.com/rooms/20232827,20240625175528,2024-06-25,city scrape,Homebydesign4u,"Our Single Family one level air-conditioned home is easily accessible and conveniently located. Minutes away from downtown Salem, State Capital, Eateries, Shopping, easy access to I-5, Enchanted Theme Park and Wineries. You are welcome to our home away from your home.",Our home is close to shops and eateries!,https://a0.muscache.com/pictures/0db8c059-d349-43dd-85c6-fc922d4eebea.jpg,144041038,https://www.airbnb.com/users/show/144041038,Ligali,2017-08-03,"Salem, OR","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d10d5acf-ff27-43da-9654-b86b72b1e56a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d10d5acf-ff27-43da-9654-b86b72b1e56a.jpg?aki_policy=profile_x_medium,South Gateway,2,2,"['email', 'phone']",t,f,Neighborhood highlights,Ward 3,,44.89706,-123.04828,Entire home,Entire home/apt,6,2.0,2 baths,3,4,"[""Clothing storage: closet and dresser"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Dryer"", ""Freezer"", ""Kitchen"", ""Oven"", ""Blender"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Kirkland Signature and Others conditioner"", ""Keypad"", ""Refrigerator"", ""BBQ grill"", ""Single level home"", ""Self check-in"", ""Cleaning products"", ""Bathtub"", ""Crib"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Stove"", ""Dishwasher"", ""Baking sheet"", ""Indoor fireplace: wood-burning"", ""Toaster"", ""Rice maker"", ""Shampoo"", ""Books and reading material"", ""Barbecue utensils"", ""Hair dryer"", ""HDTV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Backyard"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Board games"", ""Microwave"", ""Essentials"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Wifi"", ""Central air conditioning"", ""Heating"", ""Free parking on premises"", ""Outdoor furniture"", ""Kirkland Signature and Others body soap"", ""Iron"", ""Hot water kettle""]",$176.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,2,9,25,115,2024-06-25,211,27,1,2017-10-21,2024-06-02,4.87,4.91,4.87,4.95,4.93,4.86,4.85,,f,2,2,0,0,2.59
20235110,https://www.airbnb.com/rooms/20235110,20240625175528,2024-06-25,city scrape,Immaculate Home With Central AC SE Salem,"Our Single Family one level air-conditioned home is easily accessible and conveniently located. Minutes away from Downtown, Salem, State Capital, Eateries, Shopping, easy access to I-5, Enchanted Theme Park and Wineries. You are welcome to our home away from your home.","Our property is in a quiet neighborhood, and we love our neighbors. We expect our guests to demonstrate respect towards our neighbors during their stay.",https://a0.muscache.com/pictures/miso/Hosting-20235110/original/610cfb5a-cf15-4cef-b7c9-ae2e7a7dca04.jpeg,144041038,https://www.airbnb.com/users/show/144041038,Ligali,2017-08-03,"Salem, OR","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d10d5acf-ff27-43da-9654-b86b72b1e56a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d10d5acf-ff27-43da-9654-b86b72b1e56a.jpg?aki_policy=profile_x_medium,South Gateway,2,2,"['email', 'phone']",t,f,Neighborhood highlights,Ward 4,,44.87536,-123.06243,Entire home,Entire home/apt,6,2.0,2 baths,3,4,"[""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""Wine glasses"", ""Dryer"", ""Freezer"", ""Kitchen"", ""Blender"", ""Carbon monoxide alarm"", ""Keypad"", ""Ceiling fan"", ""Refrigerator"", ""Self check-in"", ""Cleaning products"", ""Indoor fireplace"", ""Bathtub"", ""Kirkland Signature, other brands body soap"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Baking sheet"", ""Dishwasher"", ""Air conditioning"", ""Toaster"", ""Rice maker"", ""Shampoo"", ""Stainless steel oven"", ""Barbecue utensils"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dining table"", ""Laundromat nearby"", ""Kirkland Signature and others conditioner"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Private BBQ grill: gas"", ""Board games"", ""Microwave"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Heating"", ""Induction stove"", ""Outdoor furniture"", ""Free parking on premises"", ""First aid kit"", ""Iron"", ""Hot water kettle""]",$188.00,2,730,2,2,730,730,2.0,730.0,,t,13,17,45,135,2024-06-25,39,30,3,2022-11-13,2024-06-08,4.85,4.87,4.87,4.87,4.82,4.79,4.85,,f,2,2,0,0,1.98
20304963,https://www.airbnb.com/rooms/20304963,20240625175528,2024-06-25,city scrape,Handsome Mini-suite near Willamette University,"Located in the lovely Fairmount Hill neighborhood,  this art-filled house - described by one guest as ""magical"" - is warm and welcoming. Just over a mile from Willamette University and the hospital,  2 miles from downtown and the Capitol Bldg, and walking distance to Bush and Fairmount parks, you'll find this historic neighborhood to be safe,  charming and convenient.<br /><br />ONLY FULLY VACCINATED GUESTS WILL BE ACCEPTED. PROOF OF VACCINATION IS REQUIRED.",,https://a0.muscache.com/pictures/4cf9a486-9ffa-40a8-87d4-91401b064190.jpg,89181819,https://www.airbnb.com/users/show/89181819,Kristen,2016-08-10,"Salem, OR","",within a day,100%,60%,f,https://a0.muscache.com/im/pictures/user/621d6d8a-26f6-455e-ac03-d66570afbc5a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/621d6d8a-26f6-455e-ac03-d66570afbc5a.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Ward 2,,44.92275,-123.04576,Private room in home,Private room,1,1.0,1 shared bath,1,2,"[""Clothing storage: closet"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Dryer"", ""Room-darkening shades"", ""Body soap"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bathtub"", ""Fire extinguisher"", ""Hot water"", ""Shampoo"", ""Books and reading material"", ""Shower gel"", ""Mini fridge"", ""Hair dryer"", ""Extra pillows and blankets"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Portable fans"", ""Smoke alarm"", ""Dedicated workspace"", ""Coffee"", ""Conditioner"", ""Microwave"", ""Essentials"", ""Luggage dropoff allowed"", ""Wifi"", ""Heating"", ""Host greets you"", ""First aid kit"", ""Iron"", ""Free washer \u2013 In building"", ""Hot water kettle""]",$76.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,82,2024-06-25,7,0,0,2017-08-22,2022-07-31,5.0,5.0,4.86,5.0,5.0,5.0,5.0,,f,3,1,2,0,0.08
20329857,https://www.airbnb.com/rooms/20329857,20240625175528,2024-06-25,previous scrape,COZY PRIVATE SOLAR ECLIPSE DESTINATION - AUG 18-22,"SOLAR ECLIPSE RENTAL - Fully Furnished - PRIVATE - Duplex, Available, Aug 18-22. 1 bd/1bath. 2 Night Minimum Stay required. Additional pets and guests negotiable. Open sky viewing.",,https://a0.muscache.com/pictures/2b2f81c4-a6f6-4ca6-b270-78a8d8f08f51.jpg,144680856,https://www.airbnb.com/users/show/144680856,Patricia,2017-08-06,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/7ca0c549-4f46-4ba1-8665-b20d5850758a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ca0c549-4f46-4ba1-8665-b20d5850758a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Ward 2,,44.92144,-123.03041,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Fire extinguisher"", ""Washer"", ""Hangers"", ""Breakfast"", ""Air conditioning"", ""Dryer"", ""Wifi"", ""Smoking allowed"", ""Shampoo"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Smoke alarm"", ""Hair dryer"", ""First aid kit"", ""Essentials"", ""TV""]",,2,5,2,2,5,5,2.0,5.0,,,0,0,0,0,2024-06-25,0,0,0,,,,,,,,,,,f,1,1,0,0,
20455186,https://www.airbnb.com/rooms/20455186,20240625175528,2024-06-25,city scrape,Golf course community 3 bedroom 2 bath - eclipse.,Three bedroom two bathroom home in a golf course community in south Salem Oregon. Available for the eclipse.,,https://a0.muscache.com/pictures/43006fcf-f9db-4b0d-a67e-1c068e99b9bb.jpg,146014773,https://www.airbnb.com/users/show/146014773,Tim,2017-08-14,"Salem, OR","",a few days or more,0%,0%,f,https://a0.muscache.com/im/pictures/user/25834793-d574-4e6c-9760-71e3c24901bd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/25834793-d574-4e6c-9760-71e3c24901bd.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Ward 4,,44.86729,-123.03919,Entire home,Entire home/apt,5,2.0,2 baths,5,3,"[""Fire extinguisher"", ""Washer"", ""Air conditioning"", ""Dryer"", ""Wifi"", ""Shampoo"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Essentials"", ""TV""]",$750.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,89,2024-06-25,1,0,0,2017-08-21,2017-08-21,4.0,4.0,4.0,5.0,5.0,4.0,1.0,,f,1,1,0,0,0.01
20494604,https://www.airbnb.com/rooms/20494604,20240625175528,2024-06-25,city scrape,Sunlit Mini-Suite  near Willamette University,"Located in the lovely Fairmount Hill neighborhood,  this art-filled house - described by one guest as ""magical"" - is warm & welcoming. Just a mile from Willamette University & the hospital,  2 miles from downtown & the Capitol, walking distance to Bush & Fairmount parks; this historic neighborhood is safe,  quiet, charming & convenient.<br /><br />In-room micro & mini-fridge, coffee maker & electric tea kettle, private bath.<br /><br />ONLY FULLY VACCINATED GUESTS WILL BE ACCEPTED. PROOF OF VACCINATION IS REQUIRED.","One of Salem's oldest and most well-regarded neighberhoods. Quiet, safe and close to playgrounds, walking trails, parks and downtown.",https://a0.muscache.com/pictures/f434ec09-c206-4f00-bc0d-fe3d8a63d754.jpg,89181819,https://www.airbnb.com/users/show/89181819,Kristen,2016-08-10,"Salem, OR","",within a day,100%,60%,f,https://a0.muscache.com/im/pictures/user/621d6d8a-26f6-455e-ac03-d66570afbc5a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/621d6d8a-26f6-455e-ac03-d66570afbc5a.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,Neighborhood highlights,Ward 7,,44.92121,-123.04759,Private room in home,Private room,2,1.0,1 shared bath,1,1,"[""Bed linens"", ""Coffee maker"", ""Dryer"", ""Body soap"", ""Cleaning products"", ""Indoor fireplace"", ""Bathtub"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Shampoo"", ""Books and reading material"", ""Mini fridge"", ""Hair dryer"", ""Extra pillows and blankets"", ""Free street parking"", ""Hangers"", ""Portable fans"", ""Clothing storage"", ""Smoke alarm"", ""Coffee"", ""Conditioner"", ""Microwave"", ""Essentials"", ""Luggage dropoff allowed"", ""Wifi"", ""Heating"", ""First aid kit"", ""Hot water kettle""]",$75.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,82,2024-06-25,3,0,0,2017-08-21,2022-10-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,1,2,0,0.04
20537027,https://www.airbnb.com/rooms/20537027,20240625175528,2024-06-25,previous scrape,Eclipse viewing,Beautiful home close to all amenities. View the eclipse from the house,,https://a0.muscache.com/pictures/30d03f5e-51f2-459d-afef-3027b295505a.jpg,62669634,https://www.airbnb.com/users/show/62669634,Lynne,2016-03-12,"Salem, OR","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/b47ad6b6-39a6-461f-8d3b-dd323721516c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b47ad6b6-39a6-461f-8d3b-dd323721516c.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,f,,Ward 7,,44.873,-123.07645,Private room in home,Private room,2,,1 shared bath,,,"[""Washer"", ""Hangers"", ""Air conditioning"", ""Dryer"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Indoor fireplace"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""First aid kit"", ""Iron"", ""Essentials"", ""TV""]",,2,3,2,2,3,3,2.0,3.0,,,0,0,0,0,2024-06-25,0,0,0,,,,,,,,,,,f,1,0,1,0,
20555651,https://www.airbnb.com/rooms/20555651,20240625175528,2024-06-25,previous scrape,"Vista Manor butterfly room, King bed/ private bath",This Room has a private bath on the on the first floor and bedroom is on the 2nd floor.This may not work for people with mobility issues. Before you book please consider the upstairs downstairs situation with the bathroom well. The last thing I want is guests that are unhappy with the situation.,"The great thing about the neighborhood is that you have most everything you need just a few blocks away. Two grocery stores, ten restaurants, two parks and several speciality stores all within six blocks.",https://a0.muscache.com/pictures/miso/Hosting-20555651/original/d269ab3d-745c-4ac0-aa86-1bf8cd53c5ee.jpeg,49073704,https://www.airbnb.com/users/show/49073704,Elizabeth,2015-11-15,"Salem, OR","I am a nurse who has an Airbnb, Vista Manor in Salem Oregon. Love to travel, read hike, swim, cook and spend time with my family.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/a62c6b8d-4855-4f5c-b60a-316c36fa06a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a62c6b8d-4855-4f5c-b60a-316c36fa06a9.jpg?aki_policy=profile_x_medium,,10,12,"['email', 'phone']",t,f,Neighborhood highlights,Ward 2,,44.91053,-123.04374,Private room in home,Private room,1,,1 private bath,,,"[""Clothing storage: closet and dresser"", ""Bed linens"", ""Coffee maker"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Body soap"", ""Ceiling fan"", ""Keypad"", ""BBQ grill"", ""Self check-in"", ""Cleaning products"", ""Crib"", ""Fire extinguisher"", ""Hot water"", ""Air conditioning"", ""Shampoo"", ""Hair dryer"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Smoke alarm"", ""Coffee"", ""Conditioner"", ""Microwave"", ""Lock on bedroom door"", ""Essentials"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Outdoor furniture"", ""Pets allowed"", ""Patio or balcony"", ""First aid kit"", ""Iron""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-06-25,113,0,0,2017-08-21,2022-06-04,4.88,4.91,4.95,4.97,4.9,4.96,4.96,,f,4,1,3,0,1.36
20638909,https://www.airbnb.com/rooms/20638909,20240625175528,2024-06-25,city scrape,Historic & Charming Salem Home w/ Mill Creek Views,"Experience the stunning scenery and rich history of the Willamette Valley with a trip to this updated 19th-century vacation rental. The historic home is located in a quiet neighborhood within walking distance to the State Capitol and downtown Salem. Enjoy the sounds of the serene Mill Creek rushing by while you wine, dine, and grill on the patio. Head into town to tour museums and parks, visit one of the area’s many wineries, or bring the kids to top attractions like the Enchanted Forest!","DOWNTOWN: Oregon State Capitol (1.2 miles), Bush’s Pasture Park (1.3 miles), Gilbert House Children’s Museum (1.7 miles), Riverfront City Park (1.9 miles) <br />ATTRACTIONS: Enchanted Forest (9.0 miles), The Oregon Garden (13.7 miles), Evergreen Aviation & Space Museum (24.5 miles) <br />OUTDOORS: Mill Creek (walking distance), Minto-Brown Island Park (4.1 miles), Croisan Creek Trail (5.7 miles), Walsh's Landing Trailhead (6.7 miles) <br />WINERIES: Honeywood Winery (1.2 miles), Redhawk Vineyard & Winery (5.8 miles), Eola Hills (9.0 miles), Ankeny Vineyard (10.9 miles) <br />AIRPORT: Portland International Airport (58.5 miles)",https://a0.muscache.com/pictures/prohost-api/Hosting-20638909/original/f28e101c-07ec-4c00-8ad0-38521e584f3f.jpeg,121688409,https://www.airbnb.com/users/show/121688409,Evolve,2017-03-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/User-121688409/original/eec7553b-57a8-4a2e-a10c-95c2111ae2fb.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-121688409/original/eec7553b-57a8-4a2e-a10c-95c2111ae2fb.png?aki_policy=profile_x_medium,Haller Lake,1241,2412,"['email', 'phone']",t,t,Neighborhood highlights,Ward 1,,44.93725,-123.01751,Entire home,Entire home/apt,6,2.0,2 baths,2,4,"[""Bed linens"", ""Coffee maker"", ""Hammock"", ""Dryer"", ""Kitchen"", ""Oven"", ""Carbon monoxide alarm"", ""Keypad"", ""Ceiling fan"", ""Refrigerator"", ""BBQ grill"", ""Self check-in"", ""Fire extinguisher"", ""Washer"", ""Hot water"", ""Dishwasher"", ""Air conditioning"", ""Toaster"", ""Private entrance"", ""Shampoo"", ""Ethernet connection"", ""Hair dryer"", ""Dishes and silverware"", ""TV"", ""Long term stays allowed"", ""Backyard"", ""Smoke alarm"", ""Microwave"", ""Essentials"", ""Waterfront"", ""Cooking basics"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Outdoor furniture"", ""Pets allowed"", ""Patio or balcony"", ""First aid kit"", ""Iron""]",$209.00,2,1125,2,3,1125,1125,2.1,1125.0,,t,8,11,32,287,2024-06-25,21,12,1,2018-04-10,2024-06-03,5.0,4.95,5.0,4.9,4.81,4.9,4.9,,t,4,4,0,0,0.28
20769206,https://www.airbnb.com/rooms/20769206,20240625175528,2024-06-25,city scrape,South Salem private room.,"Near downtown Salem, close to hospital, Bush Park, South Salem High School, and Day Night Donuts. Basement room with window, 11' X 13'.  Well lit.  Large common area has refrigerator, microwave,  coffee maker, dishes,  table and  chairs, sitting area with  access to backyard with patio furniture.  Very roomy.","This is an older Salem neighborhood with a lot of nice old houses, nice for walking around.  Bush park is within walking distance.  Full track across the street for walking.",https://a0.muscache.com/pictures/976d9f81-e31e-4b64-837d-2ca4b7c88a77.jpg,148795009,https://www.airbnb.com/users/show/148795009,Evelyn,2017-09-02,,"",within an hour,100%,81%,t,https://a0.muscache.com/im/pictures/user/3b8f1852-a9c7-488e-829b-b40691c41c38.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3b8f1852-a9c7-488e-829b-b40691c41c38.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,f,Neighborhood highlights,Ward 2,,44.92046,-123.03606,Private room in home,Private room,1,1.0,1 shared bath,1,1,"[""Coffee maker: Keurig coffee machine"", ""Bed linens"", ""Dryer"", ""Exterior security cameras on property"", ""Kitchen"", ""EV charger"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Air conditioning"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Portable fans"", ""Backyard"", ""Smoke alarm"", ""Microwave"", ""Essentials"", ""Cooking basics"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Host greets you"", ""First aid kit"", ""Iron""]",$37.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,2,32,59,334,2024-06-25,32,3,0,2017-10-27,2023-10-08,5.0,4.94,5.0,5.0,5.0,4.91,4.97,,f,2,0,2,0,0.39
